CTRL_1	CTRL_2	CTRL_3	CTRL_4	R1881_1	R1881_2	R1881_3	R1881_4	Enza_1	Enza_2	Enza_3	Enza_4	C6_1	C6_2	C6_3	C6_4	Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
19.6265182495117	19.5645122528076	19.5270709991455	19.7118549346924	19.6616687774658	18.9227085113525	19.7548160552979	19.6961936950684	19.5844783782959	19.5801582336426	19.8249206542969	19.4444103240967	19.5367050170898	19.8332347869873	19.7619361877441	20.0156326293945	Q2QL34	Q2QL34	MP17L_HUMAN	MPV17L	Mpv17-like protein
21.1642284393311	21.2243499755859	21.4221382141113	21.5308856964111	21.5020313262939	21.2477149963379	21.4576377868652	21.5261173248291	21.0492630004883	21.1580772399902	21.3751754760742	21.632007598877	21.4221382141113	21.2989387512207	21.2006015777588	21.2419090270996	Q2T9J0	Q2T9J0	TYSD1_HUMAN	TYSND1	Peroxisomal leader peptide-processing protease
22.9548244476318	22.9811992645264	23.1078910827637	22.9079322814941	23.1190204620361	22.988151550293	23.0657901763916	23.0592021942139	23.1549911499023	23.1190204620361	23.0291786193848	23.0707111358643	23.0375823974609	22.9811992645264	22.8839015960693	23.0592021942139	Q2TAA2	Q2TAA2	IAH1_HUMAN	IAH1	Isoamyl acetate-hydrolyzing esterase 1 homolog
18.9196224212646	19.2441596984863	18.7039337158203	18.9092388153076	19.7586040496826	19.490234375	19.6321792602539	18.937068939209	17.8318386077881	18.9818630218506	19.4714698791504	19.5399150848389	19.988151550293	18.0359210968018	19.5575160980225	19.4253749847412	Q2TAA5	Q2TAA5	ALG11_HUMAN	ALG11	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase
NaN	NaN	NaN	15.0351123809814	16.2496585845947	14.7986898422241	15.8868703842163	15.6811666488647	NaN	14.8337697982788	15.6702499389648	NaN	NaN	NaN	NaN	NaN	Q2TAK8	Q2TAK8	PWP3A_HUMAN	PWWP3A	PWWP domain-containing DNA repair factor 3A
23.0241146087646	22.9759635925293	22.9405574798584	22.9742126464844	22.9387645721436	22.9689502716064	23.0558967590332	23.0592021942139	22.8384590148926	22.9351711273193	22.9967956542969	22.9742126464844	22.9530487060547	23.0053882598877	22.9387645721436	23.0019588470459	Q2TAL8	Q2TAL8	QRIC1_HUMAN	QRICH1	Transcriptional regulator QRICH1
23.4551296234131	23.3238868713379	23.3238868713379	23.60964012146	23.4551296234131	23.3778247833252	23.3511066436768	23.4800052642822	23.1794967651367	23.1900882720947	23.5285034179688	23.4551296234131	23.3375606536865	23.3238868713379	23.045934677124	23.0308647155762	Q2TAY7	Q2TAY7	SMU1_HUMAN	SMU1	WD40 repeat-containing protein SMU1
18.0744342803955	18.6667156219482	18.6627769470215	18.8889389038086	17.9859924316406	18.1410484313965	18.8505992889404	19.0287075042725	18.1307468414307	19.1606369018555	18.6211891174316	18.9627246856689	18.7128963470459	18.0929279327393	19.1093769073486	18.6122016906738	Q2TAZ0	Q2TAZ0	ATG2A_HUMAN	ATG2A	Autophagy-related protein 2 homolog A
21.0492630004883	21.1142616271973	21.0821285247803	21.2649917602539	20.7634449005127	20.8268718719482	20.8190937042236	21.2419090270996	20.7223415374756	20.8801689147949	21.139461517334	21.1206016540527	21.1580772399902	20.9530487060547	20.9170684814453	20.5068817138672	Q2TB10	Q2TB10	ZN800_HUMAN	ZNF800	Zinc finger protein 800
19.9742126464844	19.9742126464844	19.568208694458	19.6489810943604	20.0558967590332	19.988151550293	20.3645286560059	20.2065753936768	19.6829051971436	20.5731143951416	19.8448505401611	20.0690727233887	19.9459247589111	19.9251289367676	19.9601383209229	20.0821285247803	Q2TBE0	Q2TBE0	C19L2_HUMAN	CWF19L2	CWF19-like protein 2
19.2040977478027	18.906177520752	19.2889938354492	18.8962650299072	18.5447120666504	18.450382232666	18.4704322814941	18.5340709686279	18.2584609985352	18.4957962036133	18.6830463409424	18.6006317138672	18.6378517150879	18.6805076599121	18.3543872833252	18.270601272583	Q2VPB7	Q2VPB7	AP5B1_HUMAN	AP5B1	AP-5 complex subunit beta-1
20.2184505462646	20.3962364196777	20.3538017272949	20.2763977050781	20.0690727233887	20.0558967590332	20.4475841522217	20.4272632598877	20.2184505462646	20.4775371551514	20.3751754760742	20.5261173248291	20.4775371551514	20.3751754760742	20.5914936065674	20.645263671875	Q2VPK5	Q2VPK5	CTU2_HUMAN	CTU2	Cytoplasmic tRNA 2-thiolation protein 2
20.4475841522217	20.1456928253174	20.3751754760742	20.310079574585	20.3429946899414	20.3321056365967	20.3645286560059	20.4066543579102	19.8646812438965	20.1078910827637	20.3321056365967	20.287712097168	20.3751754760742	20.310079574585	19.9601383209229	19.9234066009521	Q2YD98	Q2YD98	UVSSA_HUMAN	UVSSA	UV-stimulated scaffold protein A
NaN	NaN	NaN	23.4169960021973	23.5754241943359	NaN	NaN	23.5044574737549	NaN	NaN	23.5165309906006	23.5983257293701	NaN	NaN	NaN	23.6208686828613	Q32MK0;Q86YV6;Q9H1R3	Q32MK0;Q86YV6;Q9H1R3	MYLK2_HUMAN;MYLK3_HUMAN;MYLK4_HUMAN	MYLK2;MYLK3;MYLK4	Myosin light chain kinase 3
23.176456451416	23.2331562042236	23.1657638549805	23.1703548431396	23.1611557006836	23.1425800323486	23.228759765625	23.1930999755859	23.2961406707764	23.3645286560059	23.1410217285156	23.2820663452148	23.2433624267578	23.2258224487305	23.310079574585	23.3910007476807	Q32MZ4	Q32MZ4	LRRF1_HUMAN	LRRFIP1	Leucine-rich repeat flightless-interacting protein 1
22.6518478393555	22.7285823822021	22.7160720825195	22.6562194824219	22.7368602752686	22.7389240264893	22.761417388916	22.6496562957764	22.761417388916	22.7815685272217	22.7097778320313	22.6275615692139	22.7409839630127	22.6821746826172	22.7755527496338	22.8073482513428	Q32MZ4;Q9Y608	Q32MZ4;Q9Y608	LRRF1_HUMAN;LRRF2_HUMAN	LRRFIP1;LRRFIP2	Leucine-rich repeat flightless-interacting protein 1
19.7234935760498	19.3775520324707	19.4601459503174	19.4661674499512	19.2201023101807	19.2439937591553	19.1585884094238	19.2281055450439	19.1412715911865	19.3437099456787	19.1365509033203	19.1250877380371	19.3264045715332	19.2737064361572	19.2495765686035	19.258960723877	Q32NB8	Q32NB8	PGPS1_HUMAN	PGS1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial
18.9301052093506	NaN	20.0019588470459	19.3185997009277	20.6005954742432	NaN	20.6005954742432	19.9601383209229	20.1456928253174	20.6627521514893	20.4272632598877	20.865140914917	20.4775371551514	20.2065753936768	20.7634449005127	20.7223415374756	Q32NC0	Q32NC0	CR021_HUMAN	C18orf21	UPF0711 protein C18orf21
22.0291786193848	21.9530487060547	21.8950424194336	21.7471446990967	21.924337387085	22.0053882598877	21.8613586425781	21.8151893615723	21.7915382385254	21.9423484802246	21.8726749420166	21.8034114837646	21.9459247589111	21.9387645721436	21.8499546051025	21.7994651794434	Q32P28	Q32P28	P3H1_HUMAN	P3H1	Prolyl 3-hydroxylase 1
22.2534961700439	22.2272911071777	22.4195690155029	22.2389965057373	22.3591747283936	22.3511066436768	22.3671970367432	22.2214031219482	22.2125244140625	22.4551296234131	22.3293724060059	22.3645286560059	22.5020313262939	22.4576377868652	22.5093002319336	22.4040565490723	Q32P41	Q32P41	TRM5_HUMAN	TRMT5	tRNA (guanine(37)-N1)-methyltransferase
21.0821285247803	21.0492630004883	20.924337387085	20.5731143951416	21.0950679779053	20.7634449005127	20.8112735748291	20.8268718719482	20.967191696167	20.9024219512939	20.7955074310303	20.7223415374756	20.988151550293	20.8034114837646	20.8423004150391	20.6627521514893	Q32P44	Q32P44	EMAL3_HUMAN	EML3	Echinoderm microtubule-associated protein-like 3
19.8036499023438	19.5491580963135	19.9601383209229	19.9459247589111	19.6236553192139	19.9459247589111	19.9459247589111	19.8310546875	19.9459247589111	19.879524230957	19.9742126464844	19.9742126464844	20.1332015991211	20.3211345672607	20.1456928253174	20.0690727233887	Q330K2	Q330K2	NDUF6_HUMAN	NDUFAF6	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6
24.8717346191406	24.9088478088379	24.8432598114014	24.5225296020508	25.0062446594238	24.9494895935059	24.7389240264893	24.581184387207	25.052583694458	24.7845668792725	24.8480453491211	24.6757297515869	25.1174354553223	25.0567245483398	24.8575687408447	24.7845668792725	Q38SD2	Q38SD2	LRRK1_HUMAN	LRRK1	Leucine-rich repeat serine/threonine-protein kinase 1
22.4947261810303	22.4725875854492	22.3457050323486	22.6971035003662	22.2933368682861	22.3645286560059	22.3238868713379	22.6714172363281	22.2961406707764	22.2095527648926	22.5093002319336	22.5800342559814	22.1487998962402	22.2360801696777	22.2243499755859	22.3073024749756	Q3B726	Q3B726	RPA43_HUMAN	POLR1F	DNA-directed RNA polymerase I subunit RPA43
17.2938842773438	17.2694644927979	16.9354763031006	17.4151153564453	NaN	NaN	NaN	NaN	17.0037155151367	16.8456001281738	17.2670612335205	17.1909046173096	NaN	17.545862197876	17.3196640014648	16.9314880371094	Q3B7J2	Q3B7J2	GFOD2_HUMAN	GFOD2	Glucose-fructose oxidoreductase domain-containing protein 2
19.3548049926758	19.4188022613525	19.9742126464844	19.601432800293	19.5996952056885	19.2294673919678	19.7769756317139	19.5600318908691	18.9962177276611	19.2890872955322	19.5807037353516	19.3876571655273	19.2048263549805	19.2454223632813	19.0670719146729	19.0214786529541	Q3B7T1	Q3B7T1	EDRF1_HUMAN	EDRF1	Erythroid differentiation-related factor 1
19.4556713104248	20.4169960021973	19.9459247589111	19.2280616760254	20.1946029663086	19.6260681152344	19.4843616485596	19.7898464202881	19.6746273040771	20.0156326293945	20.1580772399902	20.0426006317139	19.8628673553467	19.931568145752	19.8588352203369	19.931568145752	Q3KNV8	Q3KNV8	PCGF3_HUMAN	PCGF3	Polycomb group RING finger protein 3
18.4355564117432	18.494758605957	18.2609882354736	18.2300395965576	18.4070224761963	17.9631729125977	17.7584247589111	18.3132019042969	NaN	NaN	18.5349559783936	18.4206008911133	16.5203056335449	NaN	16.9853191375732	NaN	Q3KP31	Q3KP31	ZN791_HUMAN	ZNF791	Zinc finger protein 791
21.5261173248291	21.4971656799316	21.5117149353027	21.7634449005127	21.5213317871094	21.2763977050781	21.4922828674316	21.688591003418	21.310079574585	21.4014549255371	21.5117149353027	21.5308856964111	21.5261173248291	21.4425296783447	21.4169960021973	21.4272632598877	Q3KQU3	Q3KQU3	MA7D1_HUMAN	MAP7D1	MAP7 domain-containing protein 1
21.2989387512207	21.5914936065674	21.582332611084	21.3804702758789	21.3962364196777	21.645263671875	21.5960521697998	21.259256362915	21.2360801696777	21.5261173248291	21.4118328094482	21.4221382141113	21.5777320861816	21.6714172363281	21.5731143951416	21.4118328094482	Q3KQV9	Q3KQV9	UAP1L_HUMAN	UAP1L1	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1
20.1332015991211	19.8229637145996	20.0558967590332	19.8256320953369	19.9177894592285	19.71457862854	19.988151550293	19.9459247589111	20.1078910827637	19.988151550293	19.9742126464844	20.0690727233887	19.988151550293	20.0690727233887	19.8169231414795	19.882791519165	Q3KQZ1	Q3KQZ1	S2535_HUMAN	SLC25A35	Solute carrier family 25 member 35
21.9170684814453	21.9024219512939	22.052583694458	21.9351711273193	21.8537654876709	22.0053882598877	22.0821285247803	22.0088119506836	21.9207077026367	21.931568145752	21.8987369537354	22.0053882598877	21.6540336608887	21.7430400848389	21.8987369537354	22.0053882598877	Q3KRA6	Q3KRA6	CB076_HUMAN	C2orf76	UPF0538 protein C2orf76
21.1580772399902	21.1142616271973	21.0224227905273	21.1703548431396	21.0019588470459	20.9024219512939	20.9742126464844	21.0224227905273	20.7553176879883	20.8112735748291	20.7634449005127	20.7055644989014	20.4169960021973	21.0690727233887	20.60964012146	20.7055644989014	Q3KRA9	Q3KRA9	ALKB6_HUMAN	ALKBH6	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 6
16.0702819824219	NaN	15.7169132232666	16.4476184844971	NaN	NaN	15.5269908905029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	Q3KRB8;Q6P4F7	Q6P4F7;A0A499FJF3;Q3KRB8	RHGBA_HUMAN;RHGBB_HUMAN	ARHGAP11A;ARHGAP11B	Inactive Rho GTPase-activating protein 11B
17.4268455505371	17.0386734008789	16.9378795623779	17.3335914611816	16.206033706665	15.2039098739624	16.9040107727051	17.1417179107666	16.7945556640625	17.1693477630615	16.9463577270508	17.2141761779785	17.1527214050293	17.495418548584	17.4725723266602	17.5538101196289	Q3LIE5	Q3LIE5	ADPRM_HUMAN	ADPRM	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase
24.052583694458	24.0853748321533	24.0690727233887	23.8480453491211	24.1174354553223	24.1174354553223	24.1094856262207	23.9405574798584	24.0934562683105	24.052583694458	24.0359058380127	23.8950424194336	24.1946029663086	24.1332015991211	24.1487998962402	23.9225234985352	Q3LXA3	Q3LXA3	TKFC_HUMAN	TKFC	Triokinase/FMN cyclase
22.1456928253174	22.1703548431396	22.2820663452148	22.2360801696777	22.2448139190674	22.2678527832031	22.2360801696777	22.3538017272949	22.3725204467773	22.3618545532227	22.3238868713379	22.1855583190918	22.2448139190674	22.3671970367432	22.3725204467773	22.5285034179688	Q3MHD2	Q3MHD2	LSM12_HUMAN	LSM12	Protein LSM12
17.5117530822754	16.3784294128418	18.2115364074707	18.0864944458008	18.2594909667969	18.1558265686035	18.1873378753662	18.5036315917969	17.6994094848633	18.2983131408691	18.0720062255859	18.1287498474121	17.9354763031006	17.9944038391113	18.4257068634033	18.3901863098145	Q3MII6	Q3MII6	TBC25_HUMAN	TBC1D25	TBC1 domain family member 25
16.3152942657471	NaN	17.8978805541992	16.6659336090088	NaN	16.8362350463867	16.0786590576172	16.4233989715576	17.2375545501709	15.0591373443604	14.9816875457764	15.8339643478394	15.4927015304565	NaN	NaN	15.8616056442261	Q3MIT2	Q3MIT2	PUS10_HUMAN	PUS10	tRNA pseudouridine synthase Pus10
19.1978702545166	18.9053783416748	18.8879489898682	18.7042274475098	17.6028079986572	18.5641689300537	18.3112297058105	18.185079574585	18.6936168670654	18.8942317962646	18.5705337524414	18.4543514251709	18.578649520874	18.5842056274414	18.4042224884033	18.4678440093994	Q3MIX3	Q3MIX3	ADCK5_HUMAN	ADCK5	Uncharacterized aarF domain-containing protein kinase 5
22.8518619537354	22.9985179901123	22.8365345001221	22.7347965240479	23.0156326293945	23.0886116027832	23.0690727233887	22.9225234985352	22.9405574798584	23.0575504302979	22.8839015960693	22.8839015960693	23.0308647155762	23.017333984375	22.9548244476318	22.7915382385254	Q3SXM5	Q3SXM5	HSDL1_HUMAN	HSDL1	Inactive hydroxysteroid dehydrogenase-like protein 1
17.3045921325684	18.0972919464111	17.9481506347656	17.2084922790527	NaN	NaN	16.0733509063721	16.7681846618652	NaN	16.8668556213379	NaN	NaN	17.4665622711182	17.2225494384766	17.6374664306641	16.9089679718018	Q3SYG4	Q3SYG4	PTHB1_HUMAN	BBS9	Protein PTHB1
17.5759162902832	17.5052852630615	17.5175933837891	17.6585254669189	17.127742767334	16.9336795806885	17.3054294586182	17.8643913269043	NaN	16.8568878173828	17.5087471008301	17.286657333374	17.2100811004639	17.3572254180908	16.7969398498535	16.545503616333	Q3T8J9;Q9H869	Q3T8J9;Q9H869	GON4L_HUMAN;YYAP1_HUMAN	GON4L;YY1AP1	GON-4-like protein
18.6884822845459	18.9876880645752	18.6136856079102	18.7046222686768	18.641321182251	18.709981918335	18.8015022277832	18.6444759368896	18.6535377502441	18.7349872589111	18.779411315918	18.8459854125977	18.7527961730957	18.6414070129395	18.7656383514404	18.7869148254395	Q3T906	Q3T906	GNPTA_HUMAN	GNPTAB	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta
15.2753677368164	15.9458141326904	15.201530456543	15.3919248580933	13.1512718200684	13.1430215835571	NaN	13.7264528274536	NaN	NaN	NaN	13.6533374786377	15.6219177246094	NaN	15.5128364562988	NaN	Q3V6T2	Q3V6T2	GRDN_HUMAN	CCDC88A	Girdin
21.2302265167236	21.126916885376	21.0950679779053	21.0426006317139	20.9950714111328	20.967191696167	21.0291786193848	21.2534961700439	21.0088119506836	21.3804702758789	21.1456928253174	21.2477149963379	21.0886116027832	21.2243499755859	21.287712097168	21.2360801696777	Q3YEC7	Q3YEC7	RABL6_HUMAN	RABL6	Rab-like protein 6
22.4501037597656	22.4551296234131	22.4066543579102	22.1487998962402	22.0918426513672	22.7160720825195	22.2989387512207	22.4323711395264	22.4195690155029	22.0492630004883	21.9170684814453	22.3831100463867	22.4996013641357	22.0190315246582	21.7674922943115	22.5020313262939	Q3ZAQ7	Q3ZAQ7	VMA21_HUMAN	VMA21	Vacuolar ATPase assembly integral membrane protein VMA21
20.1703548431396	19.7533874511719	19.8797245025635	21.2763977050781	19.4018688201904	20.3857440948486	19.3615665435791	20.1703548431396	19.0323257446289	19.7618827819824	19.8619594573975	20.0426006317139	19.8692016601563	19.2913017272949	17.9179954528809	19.8092555999756	Q3ZCQ3	Q3ZCQ3	F174B_HUMAN	FAM174B	Membrane protein FAM174B
24.0772457122803	24.0359058380127	24.0853748321533	23.9933452606201	24.0608520507813	24.0853748321533	24.0019588470459	23.9583683013916	24.1014938354492	24.0359058380127	24.0019588470459	24.01051902771	24.1332015991211	24.0274925231934	24.1094856262207	24.0853748321533	Q3ZCQ8	Q3ZCQ8	TIM50_HUMAN	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50
22.8307437896729	22.7654705047607	22.7347965240479	22.9351711273193	22.9565982818604	22.57080078125	22.7430400848389	22.8151893615723	22.7654705047607	22.7955074310303	22.1734085083008	22.8268718719482	22.7097778320313	22.6208686828613	22.7389240264893	22.6051254272461	Q3ZCW2	Q3ZCW2	LEGL_HUMAN	LGALSL	Galectin-related protein
20.0690727233887	19.7359600067139	19.634521484375	19.7626819610596	19.7780246734619	19.3832759857178	19.6253395080566	19.5969772338867	19.2916488647461	19.4034652709961	19.5813446044922	19.6498985290527	19.8209342956543	19.5791931152344	19.4239387512207	19.4692192077637	Q460N5	Q460N5	PAR14_HUMAN	PARP14	Protein mono-ADP-ribosyltransferase PARP14
NaN	15.6366958618164	13.5269393920898	15.250524520874	NaN	NaN	13.669527053833	NaN	NaN	NaN	NaN	NaN	NaN	10.9270296096802	NaN	13.7912645339966	Q495W5	Q495W5	FUT11_HUMAN	FUT11	Alpha-(1,3)-fucosyltransferase 11
17.3552474975586	16.2732410430908	17.316219329834	15.9436159133911	NaN	NaN	17.1286296844482	NaN	NaN	18.3057632446289	16.4983654022217	17.7108001708984	16.2220973968506	14.2388896942139	17.6446170806885	17.7026119232178	Q499Z4	Q499Z4	ZN672_HUMAN	ZNF672	Zinc finger protein 672
22.6649227142334	22.5356407165527	22.3564910888672	22.6430625915527	22.5020313262939	22.29052734375	22.3348369598389	22.4475841522217	22.3348369598389	22.2331562042236	22.5498065948486	22.4526195526123	22.5237274169922	22.4195690155029	22.318380355835	22.2095527648926	Q49A26	Q49A26	GLYR1_HUMAN	GLYR1	Cytokine-like nuclear factor N-PAC
16.0977153778076	16.2168312072754	16.8781356811523	17.0972709655762	NaN	15.1052989959717	NaN	16.4315376281738	NaN	NaN	NaN	15.387996673584	NaN	16.1407451629639	NaN	15.6687078475952	Q49A88	Q49A88	CCD14_HUMAN	CCDC14	Coiled-coil domain-containing protein 14
18.3718318939209	19.4420223236084	17.9039936065674	17.9066257476807	17.9904365539551	18.0095882415771	17.147045135498	18.3538875579834	NaN	16.4082317352295	17.122594833374	17.9851131439209	17.5265979766846	17.3484859466553	NaN	NaN	Q49AG3	Q49AG3	ZBED5_HUMAN	ZBED5	Zinc finger BED domain-containing protein 5
20.7471446990967	20.6800289154053	20.4066543579102	20.5638370513916	20.645263671875	20.7389240264893	20.6186294555664	20.60964012146	19.9459247589111	20.6364402770996	20.730655670166	20.6800289154053	20.7955074310303	20.7875576019287	20.7955074310303	20.6800289154053	Q49AR2	Q49AR2	CE022_HUMAN	C5orf22	UPF0489 protein C5orf22
19.9601383209229	19.9298362731934	19.8626441955566	19.2093601226807	19.8524417877197	19.6952075958252	19.2384090423584	19.485445022583	18.7915134429932	19.6653842926025	19.0081958770752	19.7263126373291	19.8461303710938	19.6457405090332	19.4055118560791	19.9090366363525	Q49B96	Q49B96	COX19_HUMAN	COX19	Cytochrome c oxidase assembly protein COX19
17.778018951416	17.9855537414551	18.2850189208984	18.8646659851074	18.6531143188477	18.0690727233887	18.5885982513428	18.8185634613037	17.8939476013184	18.0153274536133	18.1129283905029	18.7122020721436	18.4529724121094	18.4641990661621	18.123363494873	18.5723781585693	Q49MG5	Q49MG5	MAP9_HUMAN	MAP9	Microtubule-associated protein 9
18.0348148345947	17.7159214019775	18.014669418335	17.436336517334	16.9409790039063	16.4130668640137	16.3826923370361	14.3961496353149	16.8206653594971	NaN	17.0331974029541	17.4918365478516	17.548791885376	NaN	17.1009693145752	17.0400009155273	Q4AC94	Q4AC94	C2CD3_HUMAN	C2CD3	C2 domain-containing protein 3
19.5958824157715	19.1535472869873	18.8201065063477	18.9489879608154	18.9956092834473	17.5702934265137	19.0213222503662	18.596321105957	18.723237991333	18.45729637146	18.8435840606689	18.872200012207	19.1006050109863	19.0811367034912	18.419713973999	18.0872611999512	Q4ADV7	Q4ADV7	RIC1_HUMAN	RIC1	Guanine nucleotide exchange factor subunit RIC1
17.578483581543	18.1787662506104	17.9485893249512	18.5652961730957	17.9095478057861	17.8350639343262	16.6615962982178	17.6115436553955	17.0349063873291	NaN	18.2847156524658	NaN	NaN	17.1460914611816	NaN	NaN	Q4FZB7	Q4FZB7	KMT5B_HUMAN	KMT5B	Histone-lysine N-methyltransferase KMT5B
16.0004730224609	16.5656147003174	16.7414665222168	16.4665985107422	16.7335720062256	17.1136093139648	16.6310062408447	17.1971397399902	16.7640819549561	16.8072166442871	17.0544872283936	16.939567565918	16.4920768737793	16.5294704437256	16.889669418335	16.5407161712646	Q4G0A6	Q4G0A6	MINY4_HUMAN	MINDY4	Probable ubiquitin carboxyl-terminal hydrolase MINDY-4
24.1794967651367	24.1565341949463	24.1410217285156	24.1946029663086	24.2316913604736	24.2095527648926	24.2316913604736	24.2389965057373	24.187068939209	24.3238868713379	24.1565341949463	24.2020969390869	24.2534961700439	24.1794967651367	24.246265411377	24.3307399749756	Q4G0F5	Q4G0F5	VP26B_HUMAN	VPS26B	Vacuolar protein sorting-associated protein 26B
18.844539642334	19.1300144195557	19.0504341125488	19.2860832214355	18.5819988250732	18.8034019470215	18.9932765960693	19.3949489593506	18.9279193878174	19.2787075042725	19.5842761993408	19.6969394683838	19.3313694000244	19.4241962432861	19.3299293518066	19.4829177856445	Q4G0I0	Q4G0I0	CSMT1_HUMAN	CCSMST1	Protein CCSMST1
22.7471446990967	22.5983257293701	22.6627521514893	22.6562194824219	22.8151893615723	22.7695121765137	22.6714172363281	22.6253337860107	22.7285823822021	22.7895488739014	22.6928539276123	22.7775611877441	22.8423004150391	22.7815685272217	22.7775611877441	22.7202548980713	Q4G0J3	Q4G0J3	LARP7_HUMAN	LARP7	La-related protein 7
23.4298191070557	23.3238868713379	23.3511066436768	23.2199268341064	23.3645286560059	23.3238868713379	23.3375606536865	23.1915950775146	23.3778247833252	23.3375606536865	23.2678527832031	23.1734085083008	23.3645286560059	23.310079574585	23.3645286560059	23.1930999755859	Q4G0N4	Q4G0N4	NAKD2_HUMAN	NADK2	NAD kinase 2, mitochondrial
20.1078910827637	19.6964683532715	19.8756427764893	19.86643409729	19.5342502593994	19.8874206542969	19.6372470855713	19.9601383209229	19.5129680633545	19.5531539916992	19.3305149078369	19.5382080078125	19.391529083252	19.3409881591797	19.5518951416016	19.6573963165283	Q4G0X4	Q719H9;Q4G0X4	KCD21_HUMAN	KCTD21	BTB/POZ domain-containing protein KCTD21
20.0426006317139	20.0690727233887	19.3697490692139	20.0019588470459	19.7431259155273	19.7038249969482	19.8711204528809	19.82643699646	19.74782371521	19.4950389862061	19.9085712432861	19.7896995544434	20.0558967590332	19.9742126464844	19.8768482208252	19.8636531829834	Q4G148	Q4G148	GXLT1_HUMAN	GXYLT1	Glucoside xylosyltransferase 1
21.4066543579102	21.4971656799316	21.5451011657715	21.3538017272949	21.5165309906006	21.2006015777588	21.632007598877	21.5403785705566	21.1825294494629	21.7347965240479	21.4676208496094	21.5869197845459	21.8034114837646	21.5960521697998	21.7389240264893	21.5403785705566	Q4G176	Q4G176	ACSF3_HUMAN	ACSF3	Malonate--CoA ligase ACSF3, mitochondrial
20.8950424194336	20.9097633361816	20.967191696167	20.8499546051025	20.8268718719482	20.931568145752	21.0558967590332	21.0359058380127	20.3962364196777	20.6540336608887	20.9742126464844	21.0492630004883	20.8726749420166	21.0224227905273	20.4272632598877	20.5261173248291	Q4J6C6	Q4J6C6	PPCEL_HUMAN	PREPL	Prolyl endopeptidase-like
20.9387645721436	20.8801689147949	20.8801689147949	20.9950714111328	20.8346061706543	20.7223415374756	20.924337387085	21.0426006317139	21.0492630004883	21.2649917602539	20.967191696167	21.126916885376	20.9950714111328	20.8726749420166	21.259256362915	21.0950679779053	Q4KMP7	Q4KMP7	TB10B_HUMAN	TBC1D10B	TBC1 domain family member 10B
20.1703548431396	19.8553714752197	19.3323249816895	19.7497062683105	19.8659515380859	19.4891662597656	19.9207172393799	19.7206478118896	19.988151550293	19.988151550293	20.0291786193848	19.7386703491211	19.988151550293	19.7559642791748	20.0950679779053	20.2184505462646	Q4KMP7;Q9BXI6	Q9BXI6;Q4KMP7	TB10A_HUMAN;TB10B_HUMAN	TBC1D10A;TBC1D10B	TBC1 domain family member 10B
18.5867443084717	19.2657909393311	18.7639961242676	17.9555644989014	17.4555759429932	17.4918460845947	17.9691162109375	18.0723266601563	16.2589092254639	17.5791683197021	17.8650932312012	18.3941268920898	18.0838375091553	18.1996669769287	17.0876083374023	16.7799510955811	Q4KMQ1	Q4KMQ1	TPRN_HUMAN	TPRN	Taperin
21.2649917602539	20.60964012146	20.5451011657715	21.2477149963379	21.2243499755859	19.7285346984863	21.4221382141113	21.7471446990967	21.3645286560059	21.8307437896729	21.7835674285889	21.6231021881104	21.60964012146	21.5213317871094	21.9423484802246	20.988151550293	Q4KMQ2	Q4KMQ2	ANO6_HUMAN	ANO6	Anoctamin-6
23.2534961700439	23.2140083312988	23.2820663452148	22.977710723877	23.3238868713379	23.2961406707764	23.1456928253174	22.7994651794434	23.2184505462646	23.2331562042236	23.1206016540527	22.8423004150391	23.2491626739502	23.208065032959	23.0805034637451	22.6757297515869	Q4KWH8	Q4KWH8	PLCH1_HUMAN	PLCH1	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1
17.5814876556396	18.6668891906738	17.938304901123	17.6026191711426	17.927755355835	16.6137599945068	18.0930252075195	16.2976551055908	NaN	17.6262874603271	16.9785995483398	18.4992275238037	17.1917533874512	16.9885635375977	17.661262512207	18.2750415802002	Q4LDG9	Q4LDG9	DNAL1_HUMAN	DNAL1	Dynein axonemal light chain 1
20.0156326293945	19.8478260040283	19.8647537231445	19.6962985992432	19.4538555145264	19.5466823577881	19.9459247589111	NaN	NaN	NaN	19.1351280212402	NaN	20.310079574585	18.6117630004883	NaN	NaN	Q4LE39	Q4LE39	ARI4B_HUMAN	ARID4B	AT-rich interactive domain-containing protein 4B
20.5544986724854	20.7875576019287	20.7955074310303	20.4169960021973	20.2302265167236	20.6275615692139	20.7634449005127	20.8112735748291	20.1580772399902	20.3538017272949	20.9459247589111	20.5638370513916	20.8423004150391	20.4873847961426	21.0756149291992	20.7223415374756	Q4U2R6	Q4U2R6	RM51_HUMAN	MRPL51	39S ribosomal protein L51, mitochondrial
